Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
0c762de8-17ec-c29b-e537-f9645ea906c1,1961-01-19,,999-70-8001,S99911829,X38067987X,Ms.,Margery365,Loida499,Rodriguez71,,,S,white,nonhispanic,F,Boston  Massachusetts  US,720 Larson Rue Unit 69,Wareham,Massachusetts,Plymouth County,,00000,41.76562340215124,-70.72623822632103,664814.64,142645.45,86780
5fa74e3e-c3b1-3f09-ca16-671e0701d75a,1956-03-29,,999-13-6594,S99914372,X55788171X,Mr.,Bert917,Alec433,Ratke343,,,W,black,nonhispanic,M,Walpole  Massachusetts  US,705 Reinger Branch Unit 19,Salisbury,Massachusetts,Essex County,25009,01952,42.83975749508966,-70.86827794597991,234744.92,286804.87,29909
7fdbacb1-5228-e40e-1d40-f8076077eaff,1988-11-12,,999-74-1848,S99967389,X49270022X,Mrs.,Renay451,Marget728,Greenfelder433,,Reilly981,M,hawaiian,nonhispanic,F,Natick  Massachusetts  US,152 Wiegand Road Apt 60,Marlborough,Massachusetts,Middlesex County,25017,01752,42.313801586491174,-71.5723442254379,165415.89,533770.09,91586
2edca66c-79b4-a7e3-4d12-a803412dae1a,1984-02-14,,999-41-4190,S99948032,X4088336X,Mr.,Shad704,Earnest658,Gerhold939,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,977 Cronin Extension Suite 42,Springfield,Massachusetts,Hampden County,25013,01129,42.10100288432957,-72.58769579392974,11244.94,106515.28,13614
2aaec363-3eba-3f96-c0cf-67c83c69a286,1966-03-02,,999-97-3724,S99995099,X67952692X,Mrs.,Michal596,Han309,Powlowski563,,Kuhn96,M,white,nonhispanic,F,Worcester  Massachusetts  US,295 Denesik Forge Unit 16,Conway,Massachusetts,Franklin County,,00000,42.52243180808361,-72.70550704751169,213279.38,177002.04,128419
a01d19bb-c4d3-545a-dd19-4876dcf554e8,1994-07-13,,999-98-7155,S99990933,X87475109X,Mr.,Rupert654,Erasmo545,Lakin515,,,M,white,nonhispanic,M,North Adams  Massachusetts  US,582 Dickens Loaf,Medford,Massachusetts,Middlesex County,25017,02155,42.38668531152716,-71.08308895419701,7333.92,130801.76,20741
7046fef8-bbe0-341a-3980-b3844dc65e5f,2010-03-29,,999-81-2820,S99980572,,,Jenna662,Ellena683,Hauck852,,,,white,nonhispanic,F,Hingham  Massachusetts  US,1056 Rogahn Common Suite 66,Everett,Massachusetts,Middlesex County,25017,02148,42.37440460911425,-71.02987816456677,53923.43,147747.27,68374
ce663002-a73b-6d68-be73-2da11ad87e30,1977-01-20,,999-14-3437,S99951276,X55596154X,Ms.,Agnus790,,Gleichner915,,,S,white,nonhispanic,F,Boston  Massachusetts  US,532 Bartell Boulevard Unit 63,Blackstone,Massachusetts,Worcester County,,00000,42.043539251365175,-71.52992487234513,316791.07,110196.11,44733
cc9a89f7-740d-1469-7426-a20613e7a4a5,1994-03-13,,999-63-3022,S99924207,X74377120X,Mr.,Everette494,Mitch821,Legros616,,,M,black,nonhispanic,M,Milton  Massachusetts  US,197 Dare Dam,Boston,Massachusetts,Suffolk County,25017,02467,42.29424505581382,-71.1610206399575,95966.93,10705.52,441891
ea3009b7-4af1-6b5c-452c-502e788b80fa,1989-03-17,1990-11-14,999-19-3066,,,,Nelida367,Delicia67,Daugherty69,,,,white,nonhispanic,F,Wilbraham  Massachusetts  US,647 Howe Camp Apt 99,Chelmsford,Massachusetts,Middlesex County,,00000,42.549898785648125,-71.35461881166906,8565.85,16529.95,130737
64a6c50e-c319-64da-a65b-7f185d18601d,1998-03-20,,999-62-8591,S99947491,X47187312X,Ms.,Mirta419,Danielle72,Von197,,,S,white,hispanic,F,Easthampton  Massachusetts  US,1098 Welch Club,Boston,Massachusetts,Suffolk County,25025,02111,42.31425413119267,-71.09703950014959,45120.96,1093736.72,43699
7828201b-18aa-5c84-d6de-b5767b24d041,1983-03-30,,999-26-7535,S99983824,X23899809X,Mrs.,Arnita817,Greta919,Conn188,,Schoen8,M,white,nonhispanic,F,Agawam  Massachusetts  US,963 Veum Branch Apt 55,Orange,Massachusetts,Franklin County,25011,01364,42.60316945162616,-72.30000589837496,795097.49,133102.65,97221
58067804-46c1-82a2-cb87-75c3f5e1e1c3,2023-09-03,,999-73-3354,,,,Lizzie15,Kyung736,Robel940,,,,black,nonhispanic,F,Amherst  Massachusetts  US,102 Donnelly Estate,Groton,Massachusetts,Middlesex County,25017,01450,42.58850396249188,-71.5294511369271,7100.76,0.00,127253
0289a9a4-4c99-188c-63a6-b1f8b7696ac7,1974-07-28,2003-07-03,999-24-5689,S99949186,X81168711X,Mrs.,Cordia574,Mozelle144,Heathcote539,,Gottlieb798,M,white,nonhispanic,F,Milton  Massachusetts  US,991 Kertzmann Gateway Unit 98,Waltham,Massachusetts,Middlesex County,25017,02453,42.39993067496934,-71.21203858177486,181100.65,683702.18,149067
3637043b-60f9-acb2-4a2c-333443306193,1989-03-17,,999-73-5939,S99963543,X64895944X,Mrs.,Madison727,Selma398,Gusikowski974,,Jones311,M,white,nonhispanic,F,Westborough  Massachusetts  US,404 Durgan Mill,Chelmsford,Massachusetts,Middlesex County,,00000,42.558221802195575,-71.35796901248116,313048.38,1198562.43,130737
34dbe20a-f431-6d05-d649-35145edffe4e,2011-12-27,,999-89-7978,,,,Gustavo235,Lee268,Hudson301,,,,white,nonhispanic,M,Savoy  Massachusetts  US,719 Friesen Run,Westwood,Massachusetts,Norfolk County,,00000,42.21838481708241,-71.25706901198754,57189.64,1512.67,101198
a021a192-7e03-d764-9849-61c23f20617a,1975-05-19,,999-65-8972,S99934518,X14681249X,Mr.,Orval846,Ernest565,Ortiz186,,,M,white,nonhispanic,M,Lexington  Massachusetts  US,381 Trantow Mill Apt 17,Lynn,Massachusetts,Essex County,25009,01902,42.4752371885627,-70.9828866713969,8983.92,125982.11,10913
2d24f878-b66d-519e-c5d6-17f2596b5554,2014-10-11,,999-27-1877,,,,Ardith914,Rachell479,Braun514,,,,white,nonhispanic,F,Brockton  Massachusetts  US,806 Mohr Overpass,Worcester,Massachusetts,Worcester County,25027,01609,42.35039149557889,-71.76009637547322,33178.93,559.85,67266
c1d71b61-c2bf-c2b0-dd29-34e7d7e8ec18,1999-04-26,,999-20-8720,S99993181,X39161106X,Mr.,Elijah719,Andrew29,Hilll811,,,,white,nonhispanic,M,Greenfield  Massachusetts  US,527 Steuber Underpass,Marlborough,Massachusetts,Middlesex County,25017,01752,42.37032251210974,-71.51373972514833,70178.98,4320.50,68145
d40315b7-8aa9-98a4-eb0b-cf8c66d5d62b,1986-06-02,,999-27-3923,S99987157,X65931997X,Mrs.,Ardelle563,An125,Hackett68,,Frami345,M,white,hispanic,F,Sudbury  Massachusetts  US,630 Rohan Esplanade Unit 87,Worcester,Massachusetts,Worcester County,25027,01607,42.298460377600016,-71.8521773329421,133179.60,540258.09,33749
78c79666-cc4b-b4e8-e769-82eb11a1340d,1976-11-30,,999-95-6349,S99979698,X84801007X,Mrs.,Latoya8,Domonique463,O'Reilly797,,Stanton715,M,white,nonhispanic,F,Boston  Massachusetts  US,944 Wisoky Way,Boston,Massachusetts,Suffolk County,25025,02152,42.32495168130703,-71.10106938181735,53362.02,88290.27,23527
da3abd48-9119-b0af-584c-4bf1da7098c6,2025-01-28,,999-21-5682,,,,Sal878,Arnold338,Kshlerin58,,,,white,nonhispanic,M,Boston  Massachusetts  US,471 Beer Knoll,Seekonk,Massachusetts,Bristol County,,00000,41.8889345598333,-71.29650898544345,5562.24,0.00,85698
8cd1cc3c-12ec-b3b3-b56b-9d0795c33447,2000-08-27,,999-16-8592,S99948521,X35945936X,Ms.,Delinda651,Clementine778,Rippin620,,,,black,nonhispanic,F,Worcester  Massachusetts  US,215 Little Ferry,Boston,Massachusetts,Suffolk County,25025,02215,42.24208420833483,-71.10642915015178,231581.28,50531.18,51871
8ce630e1-708d-762c-b885-46a0bbc5f5fc,1974-07-28,,999-66-3088,S99954365,X55465656X,Ms.,Ryan260,Alyse240,Friesen796,,,S,white,nonhispanic,F,Duxbury  Massachusetts  US,626 Watsica Ramp,Waltham,Massachusetts,Middlesex County,25017,02452,42.411332624762544,-71.28652169768608,394130.70,936623.93,149067
d910c1d3-89ef-543a-6ca2-04a3195f3d86,1969-03-06,,999-16-2215,S99976175,X47779865X,Mr.,Kenneth671,John539,Zulauf375,,,S,white,nonhispanic,M,Marlborough  Massachusetts  US,242 Schneider Ferry,Westhampton,Massachusetts,Hampshire County,,00000,42.32207575936974,-72.73714267034211,93057.12,82365.29,53287
8f4c57f1-308b-d71e-f1a6-dd1bc2dcfcf8,1945-01-18,2008-05-20,999-73-7682,S99994121,X4228309X,Mrs.,Charlette938,Bulah832,Murphy561,,Stanton715,W,black,nonhispanic,F,Cambridge  Massachusetts  US,356 Konopelski Burg,Somerville,Massachusetts,Middlesex County,25017,02143,42.37796167664037,-71.12548354896805,797344.00,225904.25,80879
f70601b7-9a91-78bc-a5f0-38b4a6292cb0,2015-06-18,,999-89-5305,,,,Rigoberto443,,Littel644,,,,white,nonhispanic,M,Newton  Massachusetts  US,439 Raynor Lodge Suite 5,Rochester,Massachusetts,Plymouth County,,00000,41.79655811553039,-70.79738167955144,33581.33,59307.38,150923
f6b6e08d-88d1-4026-491b-18ef978aeb34,2011-06-23,,999-89-2271,,,,Michale231,,Heller342,,,,white,nonhispanic,M,Stoughton  Massachusetts  US,695 Murphy Station Suite 13,Norton,Massachusetts,Bristol County,,00000,41.931589246158396,-71.22890875601475,34100.79,5890.65,887289
7ce21736-9556-6e87-c5c1-8df59a81bb05,1957-01-03,,999-40-7679,S99967540,X60619868X,Mr.,Romeo514,Delmar187,Mayer370,,,S,white,nonhispanic,M,Boston  Massachusetts  US,339 Gorczany Hollow Unit 79,Hanover,Massachusetts,Plymouth County,,00000,42.095027539581544,-70.87646353436564,191836.10,118821.96,40084
c0b0ff13-4e87-db06-bef6-2bf5ea9127b8,1952-12-15,,999-27-5935,S99911022,X51739984X,Mrs.,Micaela928,Manuela585,Tirado305,,Crespo500,M,white,hispanic,F,Juarez  Chihuahua  MX,153 Franecki Flat Suite 78,Wilbraham,Massachusetts,Hampden County,25013,01095,42.168164624344215,-72.44183243570141,19374.71,631980.03,11389
edd9f679-33a5-35eb-a609-6a5e8d988631,1956-03-19,,999-96-2401,S99975493,X3415972X,Mr.,Jacques50,Darrell400,Kautzer186,,,D,white,nonhispanic,M,Boston  Massachusetts  US,415 Rath Fork Unit 69,Dighton,Massachusetts,Bristol County,,00000,41.843533426701754,-71.13995605270998,381981.83,1203946.32,53190
2d861666-4a08-e9e0-a069-d109bb0e9504,1953-05-02,,999-38-6592,S99927603,X12344284X,Mr.,Kent912,Jamison785,Rolfson709,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,853 Mertz Course Suite 78,Wareham,Massachusetts,Plymouth County,,00000,41.75309892444699,-70.67415920712315,169009.61,125507.72,69704
effc9f1b-e84b-e634-84b3-73a239d73b9a,1963-05-16,,999-90-3818,S99969442,X82860332X,Mrs.,Lucie638,Dorcas534,Nienow652,,Johnson679,M,white,nonhispanic,F,Quincy  Massachusetts  US,1088 Senger Boulevard Unit 18,Lancaster,Massachusetts,Worcester County,,00000,42.515611504982964,-71.63934423924833,621867.08,192887.38,54421
6b7ed7a4-c9b1-02ac-81e3-87c3e2d18ef0,1997-01-13,,999-92-6072,S99984817,X74416505X,Mrs.,Lucrecia714,Mica978,Bayer639,,Runolfsdottir785,M,black,nonhispanic,F,Leverett  Massachusetts  US,439 Wintheiser Wynd,Boston,Massachusetts,Suffolk County,25025,02134,42.401554674397886,-70.92979244930258,55361.62,137335.38,23574
8e87a215-b0c5-5252-5b3c-d07b6967b819,1995-03-25,,999-21-4092,S99917368,X51058199X,Mrs.,Graciela518,Eugenia832,Lebsack687,,Ratke343,M,white,nonhispanic,F,Weymouth  Massachusetts  US,946 Strosin Trafficway,South Lancaster,Massachusetts,Worcester County,25027,01561,42.43667478341102,-71.64622959544378,187328.05,327597.21,70900
1eaa4f60-d276-9df9-f139-9e317067e03c,1920-04-23,2017-11-09,999-72-4282,S99968230,X16226094X,Mrs.,Diann220,,Nicolas769,,Brakus656,M,white,nonhispanic,F,Barnstable  Massachusetts  US,761 Koepp Route Unit 17,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.464602026262554,-73.28310777710085,1094806.80,784478.76,37512
8f35bd00-fd80-c0ab-afec-86278e5efc67,2023-01-02,,999-83-7601,,,,Blanch844,Elinor7,Lindgren255,,,,white,nonhispanic,F,Lynn  Massachusetts  US,1008 Cartwright Trafficway Suite 97,Holden,Massachusetts,Worcester County,,00000,42.32786314531086,-71.87400867337645,11024.39,0.00,147465
c561503d-e382-d948-5e45-04fa86f6c762,2007-07-29,,999-61-6994,S99969140,,Mr.,Elvis145,Lyndon118,McClure239,,,,white,nonhispanic,M,Swampscott  Massachusetts  US,933 Dach Annex Unit 32,Leicester,Massachusetts,Worcester County,,00000,42.24248286582104,-71.91339631174183,27423.87,20993.18,82191
d687e7bb-0221-c1a1-fd05-40779da3d21d,1970-11-22,,999-29-8782,S99974044,X15491970X,Mrs.,Deirdre267,Rene434,Hahn503,,Wolf938,M,white,nonhispanic,F,Worcester  Massachusetts  US,560 Gleichner Hollow,Burlington,Massachusetts,Middlesex County,25017,01730,42.45737729216286,-71.2027184565336,259037.83,609814.41,766948
cd756512-5f28-ed3a-aee4-f356f5202ca7,2024-08-14,,999-58-8506,,,,Elroy493,Doug189,Dooley940,,,,white,nonhispanic,M,East Dennis  Massachusetts  US,456 Williamson Street Unit 82,North Seekonk,Massachusetts,Bristol County,,00000,41.855621947435274,-71.34519175207085,5726.96,0.00,92563
9dfc4356-5fe3-5329-4608-3a3c552e880b,2017-03-14,,999-85-7976,,,,Tuan998,Santos184,Kemmer137,,,,white,nonhispanic,M,Pittsfield  Massachusetts  US,924 Howell Boulevard,Cambridge,Massachusetts,Middlesex County,25017,02141,42.34890119704233,-71.13614385033829,28246.45,3938.81,55763
146c46f3-b6bd-5b18-2dd2-2fb6325af50f,2013-05-13,,999-90-7946,,,,Nathanael908,Filiberto722,Blanda868,,,,white,nonhispanic,M,Boston  Massachusetts  US,688 Bahringer Park,Wilmington,Massachusetts,Middlesex County,25017,01887,42.597535678874046,-71.14359800714922,40616.47,212.51,99006
013f830e-4167-112e-02de-fcd118338b3b,1993-06-23,,999-19-8504,S99943898,X76413593X,Mrs.,Valeria950,Ceola914,Johnson679,,Williamson769,M,white,hispanic,F,Springfield  Massachusetts  US,558 Reynolds Haven,Chelsea,Massachusetts,Suffolk County,25017,02149,42.40972988939787,-71.0343063352652,10851.08,995550.64,11636
dadb4330-ea8a-ffef-5ec1-9602f5b38a97,1981-10-14,,999-95-3705,S99932660,X68120675X,Mrs.,Dagmar148,,Fritsch593,,Dickinson688,M,white,nonhispanic,F,Monson  Massachusetts  US,326 Lakin Station,Fall River,Massachusetts,Bristol County,25005,02790,41.72387963528457,-71.0819184334411,13507.24,743961.71,3753
6acceeef-3733-3101-8c29-a6825fb2ec62,2016-04-22,,999-57-8658,,,,Stewart672,Mac103,Blanda868,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,840 Donnelly Track,Haverhill,Massachusetts,Essex County,25009,01835,42.794871077677655,-71.04268705798106,21625.52,149.06,130014
218e8a11-e6a7-7abb-f7f8-952a03acde99,2010-01-10,,999-50-9494,S99939578,,,Maragret485,Natosha194,Doyle959,,,,white,nonhispanic,F,Boston  Massachusetts  US,886 Bode Ville Suite 58,Watertown,Massachusetts,Middlesex County,25017,02472,42.34756879760334,-71.17792910969293,45329.25,6200.83,143259
c17cc08b-963d-f261-d36e-b47f58a45cd1,1985-10-05,,999-44-1778,S99938547,X86077076X,Mrs.,Vivian245,Hanh683,Labadie908,,Watsica258,M,white,nonhispanic,F,Shrewsbury  Massachusetts  US,275 Ferry Annex Unit 86,Chicopee,Massachusetts,Hampden County,25013,01020,42.12730267434626,-72.53086757143237,203089.93,0.00,58031
55d9b810-311c-6b34-7f5b-341bd2bc4d3e,1969-10-01,,999-80-3683,S99945837,X16409954X,Ms.,Isabela97,Sofia418,Caballero789,,,S,white,hispanic,F,Puebla  Puebla  MX,756 Wintheiser Parade,Chicopee,Massachusetts,Hampden County,25013,01013,42.203593889748625,-72.57473335344459,13870.47,394514.41,21062
772d29b7-54c5-3f47-54b6-cefcb07ead87,1985-05-11,,999-72-1817,S99993285,X36146763X,Mr.,Rod343,Edison640,Vandervort697,,,W,white,nonhispanic,M,Attleboro  Massachusetts  US,946 Wilkinson Bypass Apt 26,Manchester-by-the-Sea,Massachusetts,Essex County,,00000,42.61057398706124,-70.7208451970849,94403.10,3983.74,88143
090e52b8-014e-4295-9d96-fbca2fa5d44d,2000-09-04,,999-21-2298,S99946721,X38026524X,Mr.,James276,Amado512,Parisian75,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,415 Glover Tunnel,Swansea,Massachusetts,Bristol County,,00000,41.77572607209932,-71.18410118514667,57967.73,3828.66,35469
3b787f1c-aa15-493d-2f05-baf0b171a59e,2024-09-15,,999-83-7975,,,,Jeromy156,,Rempel203,,,,white,nonhispanic,M,Boston  Massachusetts  US,596 Frami Stravenue,Newton,Massachusetts,Middlesex County,25017,02467,42.32950621966759,-71.20971184237553,6595.86,0.00,188519
98d5ead2-d2aa-5ba2-b1b9-95048c152aed,1996-05-10,,999-23-8302,S99960030,X7727734X,Mrs.,Lidia103,,Wiegand701,,Friesen796,M,white,nonhispanic,F,Lawrence  Massachusetts  US,326 Muller Estate,Leominster,Massachusetts,Worcester County,25027,01420,42.54020114954582,-71.78116387465342,132734.97,151530.39,166225
452aad23-c50f-9829-4b4c-e803629635e5,2001-11-24,,999-30-8445,S99989541,X50910300X,Mr.,Leonardo412,Everett935,Greenholt190,,,,asian,nonhispanic,M,Boston  Massachusetts  US,1084 Vandervort Crossroad Suite 58,Stoughton,Massachusetts,Norfolk County,,00000,42.13086253569348,-71.13012564456494,83652.83,0.00,69054
69792731-2d80-edb4-b741-4bf3a72ffaa9,2003-08-25,,999-80-3760,S99979005,X73835068X,Ms.,Agnus790,Cherry401,McClure239,,,,white,nonhispanic,F,Brewster  Massachusetts  US,762 Rosenbaum Parade Suite 55,Barnstable,Massachusetts,Barnstable County,25001,02647,41.68748958504507,-70.39048140405852,106683.25,0.00,43774
87096fdb-003b-8154-92de-cc44a8f64173,1950-06-04,1976-05-05,999-73-3917,S99976370,X24642834X,Mr.,Chauncey770,Ernest565,Boyer713,,,,hawaiian,nonhispanic,M,Boston  Massachusetts  US,1086 Johnston Loaf,Adams,Massachusetts,Berkshire County,25003,01220,42.57650118238613,-73.09438064534288,194640.18,0.00,103928
452d4457-2525-da52-5340-f9a44bdc3222,1954-04-09,,999-60-7318,S99992215,X66168364X,Mr.,Santos184,Ferdinand55,Powlowski563,,,M,white,nonhispanic,M,Scituate  Massachusetts  US,797 Predovic Quay Apt 53,North Andover,Massachusetts,Essex County,,00000,42.65339325308065,-71.09403593506605,172984.78,225069.10,204813
7f49c85d-298c-685e-74ba-9fa455239a0f,2010-06-06,,999-85-2015,S99951538,,,Inger271,Joella167,Buckridge80,,,,white,nonhispanic,F,South Yarmouth  Massachusetts  US,656 Barton Port Unit 5,Quincy,Massachusetts,Norfolk County,25021,02186,42.23664717463585,-71.07892041142561,48901.63,13891.03,59662
4a41a022-9e79-511d-4f0f-bb07f9ed2c15,1950-08-21,1965-12-30,999-75-3478,,,,Son314,Royal919,Johns824,,,,white,nonhispanic,M,Marion  Massachusetts  US,670 Hoppe Union,Saugus,Massachusetts,Essex County,25009,01906,42.50383115372579,-71.05996049613256,42934.60,16374.04,111134
fe4cc3aa-318e-f61f-dd4c-9929348091f4,1975-05-18,,999-33-4209,S99940813,X70291245X,Mr.,Jeffrey461,Devin82,Murray856,,,D,white,nonhispanic,M,Holyoke  Massachusetts  US,226 McLaughlin Annex Suite 97,West Springfield,Massachusetts,Hampden County,25013,01089,42.09593739338984,-72.66678127082285,101811.83,31125.10,32583
73fb6f93-c5de-87a5-0ae3-540d3cecd1ba,1974-06-23,,999-44-4693,S99956354,X47943988X,Mrs.,Suzette512,Ashly243,Wilkinson796,,Sipes176,M,white,nonhispanic,F,Springfield  Massachusetts  US,782 Ritchie Trafficway Apt 39,Boylston,Massachusetts,Worcester County,,00000,42.393488093563754,-71.67123793296759,247289.23,261335.69,710888
c0251861-abdc-cee5-92bf-97084587b6c9,1920-04-23,,999-70-4148,S99949674,X31054092X,Ms.,Karl184,,Spencer878,,,S,white,nonhispanic,F,Tyngsborough  Massachusetts  US,489 Feest Spur Unit 21,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.41433507140467,-73.25911080416869,846423.08,815922.22,37512
ff015b59-ce3e-0296-b3cd-5979fb471b34,2011-06-22,,999-17-2812,,,,Tinisha932,,Wilkinson796,,,,white,nonhispanic,F,Brockton  Massachusetts  US,1039 Emard Grove Unit 88,Lexington,Massachusetts,Middlesex County,25017,02421,42.44473024123335,-71.23369295856907,63625.94,24379.01,182353
1e1ed668-8eb5-9d3a-41a2-9f957f96a242,2002-05-13,,999-41-7102,S99929483,X78907011X,Ms.,Nicholle822,Dannielle300,Brown30,,,,white,nonhispanic,F,Haverhill  Massachusetts  US,419 Schuppe Highlands Unit 11,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.49833508908184,-73.29810350807236,119347.67,817404.44,52611
1c57da38-096b-b7ad-d3f3-d01a2a3f9f35,2001-05-25,,999-45-9869,S99995213,X35243944X,Ms.,Shin962,Jerlene697,Schowalter414,,,,white,hispanic,F,Boxford  Massachusetts  US,260 Hartmann Quay,Monson,Massachusetts,Hampden County,,00000,42.09331934843864,-72.27556403939509,118075.58,282797.86,124295
9092fcbc-190a-cf2a-87cd-b452506e5e02,2024-11-07,,999-21-3388,,,,Connie24,Deshawn686,Ritchie586,,,,other,nonhispanic,M,Boston  Massachusetts  US,511 Johns Fork,Uxbridge,Massachusetts,Worcester County,,00000,42.07133006975732,-71.60179412753867,6111.51,0.00,86991
7f8187c1-7703-17c5-0251-df44ef40a1e8,1950-06-04,,999-75-1849,S99959415,X62870542X,Mr.,Clint766,,Bailey598,,,D,hawaiian,nonhispanic,M,Wakefield  Massachusetts  US,401 Koepp Bridge,Adams,Massachusetts,Berkshire County,25003,01220,42.665964987857734,-73.11770708994342,227001.97,97409.09,103928
5524af01-ddb3-3ad5-1ed3-84bbc4b29ad1,1950-08-21,1994-05-18,999-64-6810,S99960409,X54670646X,Mr.,Issac619,,Robel940,,,W,white,nonhispanic,M,Boston  Massachusetts  US,655 Bernier Rest Suite 73,Saugus,Massachusetts,Essex County,25009,01906,42.47879076594738,-71.06305563529544,615654.06,0.00,111134
37b4de2d-ed4b-5c64-1a06-4afe40585e1c,1970-11-28,,999-50-3360,S99959620,X79182640X,Mr.,Irvin970,Christian753,Brekke496,,,S,white,nonhispanic,M,Ludlow  Massachusetts  US,805 Sipes Trafficway,Melrose,Massachusetts,Middlesex County,25017,02176,42.432766674974964,-71.0990607122218,145038.28,143857.09,27786
1b4683cf-d603-071f-a73f-fce6270067e9,1945-01-18,,999-24-7814,S99960169,X73928852X,Ms.,Sharon747,Maryrose226,Metz686,,,S,black,nonhispanic,F,Worcester  Massachusetts  US,608 Rohan Gateway Suite 35,Somerville,Massachusetts,Middlesex County,25017,02144,42.431240082168394,-71.15101463389666,1009951.80,319416.58,80879
57e834c7-3bf5-bfef-e90d-e5072e9a00e6,1992-06-19,,999-66-9510,S99925752,X67121219X,Mr.,Luis923,Jason347,Ward668,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,594 Mann Rest,Chelmsford,Massachusetts,Middlesex County,,00000,42.63360216901959,-71.39858768659204,81714.92,175.66,837826
